student_id,student_name,TransportMeans,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,WklyStudyHours_num,MathScore,ReadingScore,WritingScore,TotalPerformance
1918,Kerri Carrillo,private,some college,standard,none,married,sometimes,yes,1,7.5,73,85,92,medium
1919,Tony Thompson,private,associate's degree,standard,none,married,regularly,yes,1,7.5,72,78,82,medium
1920,Lisa Murphy,private,some high school,standard,none,married,regularly,yes,2,7.5,79,70,69,medium
1921,Herbert Schaefer,school_bus,associate's degree,free/reduced,none,married,regularly,yes,0,7.5,39,54,53,low
1922,Tara Thomas,school_bus,high school,free/reduced,completed,married,regularly,no,1,7.5,86,80,85,medium
1923,Deanna Gonzalez,school_bus,some college,standard,completed,divorced,regularly,yes,2,7.5,52,62,58,low
1924,Lisa Silva,private,some college,standard,none,single,regularly,yes,3,2.5,54,68,64,low
1925,Wesley Adkins,private,some college,standard,none,married,sometimes,yes,0,7.5,39,54,44,low
1926,Joseph Hall,school_bus,master's degree,standard,none,married,sometimes,yes,3,2.5,58,56,56,low
1927,Donna Garcia,private,some high school,standard,none,single,never,no,2,7.5,69,71,75,medium
1928,Rachael Hensley,private,bachelor's degree,standard,none,married,sometimes,no,2,2.5,74,84,82,medium
1929,Daniel Scott,school_bus,some college,standard,none,divorced,sometimes,no,3,11,75,82,80,medium
1930,Ashlee Klein,school_bus,associate's degree,standard,none,married,sometimes,yes,1,2.5,83,78,70,medium
1931,Felicia Sanchez,private,bachelor's degree,standard,none,married,never,no,4,2.5,65,75,72,medium
1932,Jonathan Walker,private,some high school,free/reduced,none,married,regularly,yes,2,7.5,66,65,63,low
1933,Eric Terrell,private,some college,free/reduced,completed,single,never,no,1,7.5,76,65,68,medium
1934,Robert Stafford,private,associate's degree,free/reduced,none,married,regularly,yes,5,7.5,50,46,45,low
1935,Gavin Mcdonald,private,bachelor's degree,free/reduced,none,single,sometimes,yes,3,2.5,40,65,65,low
1936,Todd Martin,school_bus,associate's degree,free/reduced,completed,married,sometimes,no,3,7.5,78,84,79,medium
1937,Zachary Stewart,school_bus,associate's degree,standard,none,single,sometimes,yes,3,7.5,73,62,60,low
1938,Marissa Hill,private,associate's degree,free/reduced,none,divorced,sometimes,yes,2,2.5,62,78,74,medium
1939,Brittney Hines,private,high school,standard,completed,single,sometimes,yes,1,7.5,81,75,76,medium
1940,Tyler Marshall,school_bus,master's degree,free/reduced,none,married,sometimes,yes,2,7.5,76,74,74,medium
1941,Sara Myers,private,some high school,standard,none,divorced,regularly,yes,4,7.5,56,55,50,low
1942,Tim Howard,school_bus,some high school,free/reduced,completed,married,regularly,yes,4,2.5,72,88,89,medium
1943,Jennifer Singh,private,some college,free/reduced,completed,divorced,sometimes,yes,2,7.5,45,42,41,low
1944,Kathryn Douglas,private,associate's degree,standard,none,single,sometimes,yes,1,7.5,73,75,70,medium
1945,Rebecca Cardenas,private,some high school,standard,none,married,never,yes,3,2.5,79,73,69,medium
1946,Katherine Abbott,school_bus,some college,free/reduced,none,divorced,sometimes,no,1,11,61,62,59,low
1947,Sharon Parker,school_bus,bachelor's degree,free/reduced,none,married,sometimes,yes,3,2.5,60,52,52,low
1948,Michelle Gonzalez,school_bus,bachelor's degree,standard,completed,married,sometimes,yes,1,2.5,68,72,76,medium
1949,Tyler Morgan,private,high school,standard,completed,married,regularly,yes,1,11,68,67,70,low
1950,Caitlin Le,private,high school,free/reduced,none,married,regularly,yes,4,7.5,83,70,63,medium
1951,Kyle Davenport,private,associate's degree,standard,none,married,sometimes,yes,2,2.5,61,50,50,low
1952,Amanda Carr,school_bus,associate's degree,free/reduced,completed,married,sometimes,no,3,7.5,67,69,68,low
1953,Garrett Hart,private,some college,free/reduced,none,widowed,sometimes,yes,2,2.5,72,66,65,low
1954,Wanda Chapman,school_bus,some high school,standard,completed,single,sometimes,yes,2,2.5,60,62,66,low
1955,Vernon Shaw,school_bus,associate's degree,standard,completed,single,never,yes,1,11,53,65,68,low
1956,John Wilson,private,some high school,free/reduced,none,married,never,yes,7,7.5,46,49,47,low
1957,Donald Shelton,private,bachelor's degree,standard,completed,married,sometimes,no,2,7.5,81,91,96,high
1958,Amber Jordan,school_bus,bachelor's degree,standard,completed,married,regularly,yes,1,7.5,94,88,88,high
1959,Abigail Wiggins,private,some college,free/reduced,none,married,regularly,yes,4,7.5,44,58,57,low
1960,Miguel Bender,private,high school,standard,none,single,sometimes,yes,3,7.5,56,66,58,low
1961,Melissa Hall,school_bus,bachelor's degree,standard,completed,married,sometimes,yes,2,7.5,66,73,75,medium
1962,Jacob Hart,school_bus,associate's degree,standard,none,divorced,regularly,no,2,7.5,60,58,58,low
1963,Julie Rowland,school_bus,associate's degree,free/reduced,completed,single,regularly,no,2,7.5,69,62,65,low
1964,Christina Griffin,private,some high school,standard,completed,married,regularly,yes,2,2.5,50,51,54,low
1965,Sabrina Miller,private,bachelor's degree,standard,none,married,regularly,yes,4,7.5,45,57,63,low
1966,Mitchell Davis,private,master's degree,free/reduced,completed,divorced,never,yes,0,11,71,80,83,medium
1967,Beverly Allen,school_bus,some college,standard,completed,divorced,regularly,yes,1,11,86,78,82,medium
1968,Oscar Gutierrez,private,some college,free/reduced,completed,single,never,no,6,7.5,64,63,61,low
1969,Lindsey Waters,private,associate's degree,standard,none,married,sometimes,yes,2,7.5,58,53,57,low
1970,Patrick Escobar,school_bus,high school,free/reduced,none,divorced,sometimes,yes,5,7.5,69,69,62,low
1971,Vanessa Herrera,private,some college,standard,none,married,sometimes,yes,0,7.5,70,82,87,medium
1972,Victor Smith,private,associate's degree,standard,none,married,sometimes,yes,2,2.5,81,68,62,medium
1973,Melvin Malone,private,associate's degree,free/reduced,completed,married,never,yes,2,7.5,35,49,48,low
1974,Steven Harris,school_bus,associate's degree,free/reduced,none,married,regularly,yes,3,7.5,31,43,39,low
1975,Richard Coleman,school_bus,high school,standard,completed,single,never,yes,2,7.5,79,88,86,medium
1976,Patricia Kim,private,some college,standard,none,divorced,sometimes,no,2,7.5,51,68,62,low
1977,Raymond Johnston,school_bus,high school,standard,none,married,sometimes,yes,2,2.5,54,74,67,low
1978,Dana Lopez,private,high school,standard,none,married,sometimes,yes,1,7.5,60,72,68,low
1979,Erica Banks,school_bus,bachelor's degree,standard,completed,married,sometimes,yes,0,7.5,87,88,93,high
1980,Sean Johnston,private,some high school,standard,completed,single,regularly,yes,2,7.5,46,57,46,low
1981,Eddie Mccarthy,school_bus,associate's degree,standard,completed,married,regularly,yes,3,11,100,100,100,high
1982,Daniel Pierce,private,some high school,free/reduced,none,single,regularly,yes,3,2.5,48,63,62,low
1983,Patrick Blackwell,school_bus,bachelor's degree,free/reduced,none,single,sometimes,yes,1,11,43,36,37,low
1984,Dustin Bartlett,private,high school,standard,completed,single,sometimes,yes,0,7.5,93,85,87,high
1985,Angela Williamson,school_bus,associate's degree,standard,none,married,sometimes,no,4,2.5,82,79,72,medium
1986,Joseph Peterson,school_bus,associate's degree,standard,completed,married,sometimes,yes,1,11,47,62,64,low
1987,Ryan May,private,some college,standard,none,single,regularly,yes,0,11,68,64,58,low
1988,Alison Owens,school_bus,associate's degree,free/reduced,completed,single,regularly,no,3,7.5,75,93,90,high
1989,Bailey Wells,school_bus,high school,standard,none,married,regularly,yes,0,7.5,73,76,73,medium
1990,Paul Simpson,private,some high school,free/reduced,none,married,sometimes,yes,1,7.5,62,52,45,low
1991,Alisha Reynolds,private,bachelor's degree,standard,completed,divorced,sometimes,yes,2,7.5,68,74,78,medium
1992,Daniel Myers,private,master's degree,free/reduced,completed,single,sometimes,yes,0,7.5,70,79,77,medium
1993,Taylor Hernandez,school_bus,some high school,standard,none,married,regularly,yes,2,7.5,57,70,58,low
1994,Elizabeth Parsons,school_bus,high school,standard,completed,single,never,yes,4,2.5,51,68,62,low
1995,Jacqueline Davis,private,bachelor's degree,standard,none,single,sometimes,yes,3,2.5,70,68,67,low
1996,Jerry Cook,school_bus,some college,free/reduced,completed,married,regularly,no,3,7.5,91,91,100,high
1997,William Bass,private,some high school,standard,none,divorced,sometimes,yes,1,7.5,37,39,37,low
1998,Nancy George,private,bachelor's degree,standard,completed,married,sometimes,yes,2,7.5,67,62,58,low
1999,Jerry Oneill,school_bus,some college,standard,completed,single,regularly,yes,4,7.5,76,73,73,medium
2000,Kelly Graham,private,some college,free/reduced,completed,married,sometimes,no,4,7.5,37,45,47,low
2001,Christina Mccormick,school_bus,some high school,standard,none,single,sometimes,no,4,2.5,69,74,64,low
2002,Brenda Valencia,school_bus,some high school,standard,none,single,sometimes,no,1,7.5,81,82,74,medium
2003,Luis Curry,private,associate's degree,standard,none,married,regularly,no,3,11,96,92,92,high
2004,Lauren Stewart,private,bachelor's degree,standard,completed,married,regularly,yes,2,7.5,52,64,73,low
2005,Sheena Werner,school_bus,bachelor's degree,standard,none,married,sometimes,no,3,2.5,57,65,67,low
2006,Neil Thompson,school_bus,some college,standard,none,single,regularly,yes,1,7.5,49,59,63,low
2007,James Mcdonald,private,high school,standard,none,married,sometimes,yes,3,7.5,58,65,62,low
2008,Charlene Campbell,private,high school,free/reduced,completed,divorced,sometimes,yes,2,2.5,65,63,64,low
2009,Johnny Smith,school_bus,some college,standard,none,married,regularly,no,3,2.5,55,51,47,low
2010,Erica Garner,private,some college,standard,none,divorced,sometimes,no,4,7.5,62,51,51,low
2011,Raymond Jones,school_bus,some college,standard,none,divorced,regularly,yes,3,7.5,71,75,65,medium
2012,Alicia Powell,school_bus,associate's degree,standard,none,married,sometimes,yes,1,11,53,60,60,low
2013,Benjamin Collier,school_bus,bachelor's degree,standard,none,single,sometimes,no,1,2.5,97,95,88,high
2014,Michelle Marshall,school_bus,some high school,standard,completed,single,never,no,4,7.5,51,68,63,low
2015,Daniel Cameron,school_bus,some high school,free/reduced,completed,married,regularly,yes,1,2.5,63,84,82,medium
2016,James Martinez,school_bus,associate's degree,standard,none,married,sometimes,yes,1,11,61,58,46,low
2017,Mark Wolf,school_bus,associate's degree,standard,none,married,never,yes,2,7.5,49,53,55,low
2018,Rebecca Edwards,school_bus,bachelor's degree,standard,none,married,regularly,yes,0,2.5,69,76,78,medium
2019,Mary Weeks,private,some high school,free/reduced,none,married,never,no,4,2.5,49,54,58,low
2020,Deborah Hernandez,school_bus,some college,free/reduced,none,married,sometimes,yes,3,7.5,36,51,56,low
2021,Albert Stanley,school_bus,high school,standard,none,divorced,never,yes,0,7.5,69,67,75,medium
2022,Diana Sanchez,private,some high school,free/reduced,none,married,sometimes,yes,5,7.5,63,84,81,medium
2023,Tom Chandler,school_bus,some high school,free/reduced,none,married,sometimes,yes,2,7.5,75,90,88,medium
2024,James Murphy,school_bus,some high school,free/reduced,none,married,regularly,yes,1,2.5,54,62,63,low
2025,Jennifer Ferrell,private,some college,standard,none,single,sometimes,no,1,7.5,64,60,62,low
2026,Lisa Bradford,private,some high school,standard,none,widowed,sometimes,yes,3,11,70,66,57,low
2027,Susan Hebert,school_bus,some high school,standard,completed,single,sometimes,yes,2,11,58,70,73,low
2028,Virginia Clark,private,some high school,standard,completed,married,regularly,yes,3,7.5,70,82,88,medium
2029,Aaron Brown,school_bus,some college,standard,none,married,sometimes,yes,5,2.5,64,64,69,low
2030,Jeremy Hall,school_bus,high school,standard,none,married,sometimes,yes,1,7.5,83,100,100,high
2031,Chad Welch,school_bus,associate's degree,standard,none,divorced,sometimes,yes,1,2.5,54,56,60,low
2032,Melissa Everett,private,associate's degree,standard,completed,single,regularly,yes,3,7.5,71,80,78,medium
2033,Nicole Jimenez,private,some college,free/reduced,none,single,sometimes,yes,1,2.5,48,59,55,low
2034,Dawn Reid,school_bus,high school,free/reduced,none,single,never,yes,0,7.5,45,50,44,low
2035,Amanda Gross,private,some college,standard,none,single,regularly,yes,3,2.5,59,65,59,low
2036,Matthew Cuevas,school_bus,bachelor's degree,free/reduced,none,married,regularly,no,2,7.5,77,92,86,medium
2037,Rachel Richmond,school_bus,some high school,standard,none,married,regularly,yes,3,2.5,81,89,83,medium
2038,Elizabeth Tucker,school_bus,some college,free/reduced,none,divorced,sometimes,no,2,7.5,78,87,84,medium
2039,Latoya Hicks,private,associate's degree,standard,none,married,regularly,yes,0,7.5,69,71,71,medium
2040,Samantha Mccormick,private,some high school,standard,none,married,never,yes,0,2.5,71,78,84,medium
2041,Mitchell Lopez,private,high school,free/reduced,none,married,regularly,yes,3,11,38,38,44,low
2042,Gloria Mahoney,school_bus,some college,standard,none,married,sometimes,yes,1,7.5,68,63,62,low
2043,Elizabeth Wilson,school_bus,some college,standard,none,married,never,yes,2,11,83,93,91,high
2044,Helen Kim,school_bus,associate's degree,free/reduced,none,single,sometimes,yes,3,2.5,73,76,72,medium
2045,Jessica Lane,school_bus,associate's degree,standard,completed,married,sometimes,yes,3,7.5,53,60,56,low
2046,Danielle Glover,private,associate's degree,standard,none,divorced,sometimes,yes,2,11,74,68,70,medium
2047,Carrie Hawkins,school_bus,some college,standard,none,married,sometimes,yes,3,7.5,77,77,72,medium
2048,Megan Graham,school_bus,some college,standard,none,widowed,never,no,1,2.5,65,72,64,low
2049,Brian Grimes,school_bus,some college,free/reduced,none,single,sometimes,no,3,7.5,86,84,82,medium
2050,Jesse Morgan,school_bus,high school,standard,none,single,sometimes,yes,0,7.5,92,78,77,medium
2051,Daniel Skinner,private,high school,standard,none,single,sometimes,no,3,7.5,40,57,57,low
2052,Kelsey Campbell,private,high school,standard,completed,married,sometimes,yes,1,7.5,56,52,47,low
2053,Jonathan Acosta,private,associate's degree,standard,none,married,never,yes,3,7.5,85,95,92,high
2054,James Franco,private,some high school,standard,none,married,sometimes,yes,0,7.5,48,54,57,low
2055,Sean Medina,school_bus,master's degree,free/reduced,completed,married,regularly,yes,2,7.5,69,75,81,medium
2056,Madison Baker,private,bachelor's degree,standard,completed,divorced,sometimes,yes,2,2.5,79,78,90,medium
2057,Matthew David,school_bus,high school,standard,none,married,sometimes,yes,3,7.5,88,86,86,high
2058,Angela Shelton,school_bus,some college,standard,none,married,regularly,yes,4,7.5,39,58,49,low
2059,Jacqueline Huffman,school_bus,high school,standard,completed,married,sometimes,yes,3,7.5,70,61,63,low
2060,Michael Perkins,private,some college,free/reduced,none,single,never,no,4,7.5,42,41,36,low
2061,Sheila Sanchez,school_bus,some college,standard,none,married,never,no,4,11,79,74,79,medium
2062,Sheri Lee,school_bus,some college,standard,completed,single,regularly,no,4,7.5,85,78,80,medium
2063,Melissa Alvarez,private,some college,free/reduced,none,single,sometimes,yes,2,7.5,54,53,48,low
2064,Karen Dean,school_bus,some college,free/reduced,none,married,sometimes,yes,0,2.5,45,47,56,low
2065,Jenna Medina,school_bus,high school,standard,none,single,sometimes,yes,1,11,64,60,48,low
2066,Jennifer Kennedy,school_bus,associate's degree,standard,completed,single,sometimes,yes,1,11,67,61,62,low
2067,Emma Armstrong,school_bus,some college,free/reduced,none,married,regularly,no,3,7.5,67,59,63,low
2068,Kevin Morgan,school_bus,some high school,free/reduced,none,single,never,yes,1,7.5,59,55,46,low
2069,Eric Daniels,private,associate's degree,free/reduced,completed,single,sometimes,yes,3,7.5,34,33,28,low
2070,Johnathan Mendez,school_bus,some high school,standard,none,single,sometimes,yes,2,2.5,51,59,54,low
2071,Jodi Barnes,private,some college,free/reduced,completed,married,sometimes,yes,2,7.5,41,50,54,low
2072,Christopher Foster,private,some high school,free/reduced,none,single,sometimes,yes,5,7.5,39,60,54,low
2073,Jamie Morgan,school_bus,associate's degree,standard,completed,married,never,no,2,11,75,70,77,medium
2074,Phillip Paul,school_bus,high school,standard,none,married,sometimes,yes,3,7.5,58,59,55,low
2075,Brooke Diaz,school_bus,master's degree,standard,completed,married,never,yes,3,7.5,95,86,89,high
2076,Julie Jordan,school_bus,some college,standard,completed,married,regularly,yes,1,7.5,88,89,96,high
2077,Wanda Mccullough,private,some high school,standard,none,married,sometimes,no,2,7.5,73,80,78,medium
2078,Andre Harvey,school_bus,high school,standard,none,single,regularly,yes,1,11,72,87,78,medium
2079,Eugene Hartman,school_bus,high school,standard,none,married,regularly,yes,3,11,73,71,64,low
2080,Janice Armstrong,private,master's degree,free/reduced,none,divorced,sometimes,yes,7,7.5,48,49,44,low
2081,Dawn Morrow,school_bus,associate's degree,standard,completed,single,sometimes,yes,3,7.5,72,75,70,medium
2082,Sara Black,private,some high school,standard,none,married,sometimes,yes,2,2.5,70,70,62,low
2083,Omar Bray,school_bus,high school,standard,none,single,regularly,yes,1,7.5,75,84,80,medium
2084,Melanie Harris,private,some high school,standard,none,married,regularly,yes,2,2.5,68,67,55,low
2085,Jeffrey Morris,private,some high school,standard,completed,married,regularly,yes,4,7.5,60,66,71,low
2086,Jean Thompson,school_bus,some college,standard,none,divorced,sometimes,no,3,2.5,66,61,61,low
2087,Jessica Kim,school_bus,associate's degree,standard,none,divorced,sometimes,no,5,7.5,34,42,49,low
2088,Matthew Sparks,school_bus,some high school,free/reduced,none,married,regularly,yes,1,7.5,61,49,50,low
2089,Bryan Tucker,school_bus,bachelor's degree,free/reduced,none,single,sometimes,yes,2,7.5,77,72,66,medium
2090,Jeffrey Huff,school_bus,high school,free/reduced,none,single,never,yes,2,11,41,37,35,low
2091,Chad Navarro,private,some high school,standard,completed,married,regularly,no,2,7.5,78,70,73,medium
2092,Anthony Mathis,school_bus,some college,free/reduced,none,single,sometimes,no,3,7.5,71,65,62,low
2093,Jacqueline Davidson,private,bachelor's degree,free/reduced,none,married,regularly,yes,4,7.5,73,82,88,medium
2094,Rebecca Schultz,school_bus,some high school,standard,none,single,sometimes,yes,3,7.5,80,79,74,medium
2095,Bobby Henderson,private,some college,free/reduced,none,married,sometimes,yes,2,2.5,66,79,80,medium
2096,Alexandria Hernandez,school_bus,associate's degree,free/reduced,none,married,regularly,no,3,7.5,52,59,63,low
2097,Vanessa Davis,school_bus,some high school,standard,completed,married,regularly,yes,3,7.5,47,62,57,low
2098,Amanda Estrada,private,associate's degree,standard,completed,married,sometimes,yes,0,11,65,77,78,medium
2099,Faith Watson,school_bus,associate's degree,standard,none,single,sometimes,yes,2,2.5,71,69,66,low
2100,Craig Barnett,school_bus,some college,free/reduced,completed,single,sometimes,no,1,2.5,52,71,68,low
2101,Dorothy Davila,private,high school,standard,completed,single,sometimes,yes,1,7.5,63,55,55,low
2102,Eric Torres,private,bachelor's degree,standard,none,single,sometimes,no,2,2.5,56,54,49,low
2103,Joy Humphrey,school_bus,some college,standard,none,single,sometimes,yes,1,7.5,70,63,68,low
2104,David Knox,school_bus,some college,free/reduced,none,single,sometimes,no,3,7.5,74,82,68,medium
2105,Joshua Wilkinson,school_bus,associate's degree,standard,none,married,sometimes,yes,0,7.5,72,73,69,medium
2106,Michael Maldonado,school_bus,bachelor's degree,standard,completed,single,sometimes,yes,1,11,82,87,89,high
2107,Richard Oconnell,private,bachelor's degree,standard,none,married,sometimes,yes,0,2.5,90,95,94,high
2108,Diane Nelson,school_bus,some college,standard,none,married,sometimes,yes,0,2.5,72,73,71,medium
2109,Jacob Kane,school_bus,bachelor's degree,standard,none,divorced,regularly,no,1,7.5,75,66,71,medium
2110,Rachel Burns,school_bus,bachelor's degree,standard,none,married,sometimes,yes,1,11,79,92,94,high
2111,Cheryl Ramirez,school_bus,associate's degree,standard,none,married,sometimes,yes,1,11,75,79,76,medium
2112,Mario Shelton,private,some high school,standard,none,married,sometimes,yes,1,11,73,73,64,medium
2113,James Allen,school_bus,high school,free/reduced,none,married,regularly,yes,6,7.5,61,60,59,low
2114,Kendra Huff,school_bus,high school,standard,none,divorced,sometimes,no,3,7.5,70,55,49,low
2115,John Horne,school_bus,some college,standard,completed,married,sometimes,yes,1,2.5,60,64,68,low
2116,Eugene Martin,school_bus,master's degree,standard,completed,married,never,yes,2,7.5,67,63,72,low
2117,Lori Young,school_bus,master's degree,standard,none,divorced,sometimes,no,4,11,74,83,78,medium
2118,Christina Murphy,school_bus,some college,standard,none,divorced,sometimes,yes,2,2.5,80,70,63,medium
2119,Nathaniel Robinson,private,some college,standard,none,divorced,regularly,no,4,7.5,39,47,56,low
2120,Krystal Jones,school_bus,high school,free/reduced,none,married,sometimes,yes,2,11,80,84,82,medium
2121,Sandra Manning,private,associate's degree,free/reduced,completed,married,regularly,yes,2,2.5,32,41,45,low
2122,Jon Bush,school_bus,bachelor's degree,free/reduced,completed,single,regularly,yes,3,7.5,41,62,61,low
2123,Amber Rodriguez,school_bus,associate's degree,free/reduced,none,single,regularly,yes,0,11,70,65,72,low
2124,John Smith,school_bus,associate's degree,free/reduced,completed,married,sometimes,yes,2,7.5,50,53,51,low
2125,Wendy Thompson,private,some college,standard,completed,divorced,sometimes,yes,3,7.5,48,41,48,low
2126,Kristen Smith,private,some college,standard,none,married,sometimes,no,4,7.5,64,62,55,low
2127,Tyler George,school_bus,some high school,standard,none,married,sometimes,yes,2,7.5,83,86,83,medium
2128,Samuel Wilson,school_bus,some college,standard,none,single,regularly,yes,1,7.5,56,65,69,low
2129,Erin Mendoza,school_bus,some college,standard,none,married,never,yes,4,7.5,62,63,56,low
2130,Kara Robinson,private,associate's degree,standard,completed,married,regularly,yes,3,2.5,80,84,82,medium
2131,Stephanie Vasquez,school_bus,bachelor's degree,standard,none,divorced,sometimes,no,1,2.5,57,63,59,low
2132,Joy Terry,school_bus,associate's degree,standard,none,married,regularly,yes,3,2.5,80,97,94,high
2133,Wendy Lewis,school_bus,some high school,standard,none,married,regularly,yes,5,7.5,58,47,42,low
2134,Catherine Herrera,school_bus,some college,free/reduced,none,single,sometimes,no,3,7.5,79,81,83,medium
2135,Leslie Fischer,private,high school,free/reduced,none,married,regularly,yes,0,2.5,58,68,65,low
2136,Ariana Ford,school_bus,some college,standard,completed,married,sometimes,yes,3,7.5,78,73,71,medium
2137,Kimberly Espinoza,school_bus,high school,standard,completed,married,sometimes,yes,3,11,79,74,75,medium
2138,Matthew Cook,private,some high school,standard,none,married,never,yes,3,7.5,40,32,30,low
2139,Nina Alexander,school_bus,some college,standard,completed,single,sometimes,yes,3,7.5,100,96,100,high
2140,Erika Reed,school_bus,some high school,free/reduced,completed,single,never,yes,2,11,61,72,64,low
2141,Jeffery Sosa,private,high school,standard,completed,single,regularly,yes,2,7.5,74,83,78,medium
2142,Craig Austin,school_bus,bachelor's degree,free/reduced,completed,married,sometimes,no,4,11,82,92,92,high
2143,Courtney Thompson,school_bus,some college,standard,none,married,sometimes,no,2,7.5,83,68,66,medium
2144,Alexandria Perkins,school_bus,some college,standard,none,married,never,yes,3,7.5,67,74,75,medium
2145,John Gilbert,school_bus,some college,free/reduced,none,married,regularly,yes,2,2.5,72,61,66,low
2146,Andrew Monroe,school_bus,some college,free/reduced,none,married,regularly,yes,0,7.5,58,55,52,low
2147,Daniel Moody,school_bus,associate's degree,standard,none,married,never,yes,3,7.5,51,65,58,low
2148,Thomas Nelson,school_bus,some high school,free/reduced,none,married,sometimes,yes,0,7.5,63,54,48,low
2149,Zachary Young,private,high school,standard,completed,married,sometimes,yes,0,7.5,71,82,78,medium
2150,Victor Boyd,school_bus,high school,standard,completed,divorced,sometimes,yes,2,7.5,90,92,89,high
2151,Edward Fields,private,associate's degree,free/reduced,none,married,regularly,yes,3,11,60,52,49,low
2152,Kristen Riley,school_bus,some high school,standard,none,single,sometimes,yes,4,2.5,59,65,65,low
2153,Darryl Perry,school_bus,associate's degree,free/reduced,none,single,sometimes,no,3,7.5,55,55,57,low
2154,Lori Mcpherson,school_bus,some college,standard,none,married,regularly,no,4,2.5,67,61,54,low
2155,Martin Cox,school_bus,bachelor's degree,standard,none,single,sometimes,yes,2,7.5,68,84,76,medium
2156,Chad Newman,school_bus,associate's degree,free/reduced,completed,single,sometimes,yes,0,11,74,77,71,medium
2157,Jennifer Mendez,school_bus,some college,standard,none,married,regularly,yes,0,7.5,58,41,46,low
2158,Brianna Shaffer,school_bus,bachelor's degree,standard,none,single,sometimes,yes,2,7.5,78,66,66,medium
2159,William Simmons,school_bus,associate's degree,free/reduced,completed,single,sometimes,yes,4,11,60,57,69,low
2160,Patricia Lopez,private,associate's degree,free/reduced,completed,divorced,regularly,no,2,7.5,50,49,50,low
2161,Nicole Lloyd,school_bus,some high school,standard,none,divorced,sometimes,yes,3,7.5,67,56,57,low
2162,Joe Cohen,private,some college,standard,completed,married,never,no,2,7.5,86,87,84,high
2163,Catherine Williams,school_bus,some college,standard,none,married,regularly,yes,3,2.5,61,61,55,low
2164,Erika Johnson,school_bus,some high school,standard,none,single,regularly,yes,0,7.5,64,58,58,low
2165,Richard Rogers,school_bus,bachelor's degree,free/reduced,completed,married,sometimes,yes,3,7.5,57,69,73,low
2166,Daniel Barr,private,associate's degree,standard,none,married,sometimes,yes,3,7.5,42,54,55,low
2167,Matthew Rodriguez,private,some high school,standard,completed,married,sometimes,yes,3,11,67,72,65,low
2168,Samuel Riley,private,some college,standard,none,single,regularly,yes,4,2.5,92,90,95,high
2169,Hannah Alexander,school_bus,high school,free/reduced,none,divorced,sometimes,yes,1,7.5,53,76,65,low
2170,Colin Benjamin,private,some college,free/reduced,none,widowed,sometimes,no,3,11,52,48,51,low
2171,Jasmine Chase,private,high school,standard,none,married,never,no,4,11,50,47,44,low
2172,Kevin Curtis,school_bus,some college,standard,none,divorced,sometimes,yes,4,11,50,64,62,low
2173,Sarah Black,school_bus,master's degree,standard,none,single,sometimes,yes,3,2.5,66,66,71,low
2174,Alexandra Walters,school_bus,high school,standard,none,married,regularly,yes,0,7.5,82,91,91,high
2175,Juan Davis,private,associate's degree,free/reduced,none,single,never,yes,3,2.5,59,55,51,low
2176,Leon Sloan,private,some college,standard,none,married,sometimes,yes,2,2.5,70,72,75,medium
2177,Evelyn Dixon,school_bus,high school,standard,none,divorced,never,no,4,7.5,49,49,39,low
2178,Kyle Miller,school_bus,some college,free/reduced,none,divorced,sometimes,yes,3,7.5,73,70,72,medium
2179,Jeffrey Brennan,school_bus,some college,standard,none,married,sometimes,yes,1,7.5,51,47,41,low
2180,Andre Dean,private,high school,standard,none,married,sometimes,yes,0,7.5,35,28,25,low
2181,Kevin Castro,private,high school,standard,completed,divorced,regularly,yes,3,7.5,64,59,63,low
2182,Tony Stevenson,school_bus,high school,standard,none,married,sometimes,yes,3,2.5,32,43,34,low
2183,Tina Tran,school_bus,associate's degree,standard,none,married,regularly,yes,2,11,84,82,85,medium
2184,Jeanne Weaver,school_bus,bachelor's degree,free/reduced,none,married,sometimes,yes,2,7.5,62,55,52,low
2185,Linda Peterson,school_bus,some college,free/reduced,none,married,regularly,yes,3,7.5,26,35,30,low
2186,Jeanne Payne,private,some high school,free/reduced,none,divorced,regularly,yes,2,2.5,58,71,72,low
2187,Sara Owen,private,bachelor's degree,free/reduced,none,divorced,regularly,yes,0,7.5,67,75,71,medium
2188,Joshua Hernandez,school_bus,associate's degree,free/reduced,none,married,sometimes,no,3,7.5,53,57,55,low
2189,Samuel Murphy,school_bus,high school,standard,completed,married,regularly,yes,1,2.5,52,42,48,low
2190,Kevin Barron,school_bus,bachelor's degree,standard,none,single,sometimes,no,2,7.5,71,58,61,low
2191,Jared Richardson,school_bus,master's degree,standard,none,married,never,yes,3,2.5,67,73,74,medium
2192,Jason Henson,private,high school,free/reduced,none,married,sometimes,yes,1,7.5,53,56,46,low
2193,Douglas Gray,school_bus,some college,standard,completed,divorced,sometimes,yes,2,7.5,78,80,77,medium
2194,Anthony Wolfe,school_bus,associate's degree,free/reduced,none,married,sometimes,no,3,2.5,36,41,44,low
2195,Shannon Smith,school_bus,some college,free/reduced,completed,married,sometimes,yes,1,7.5,99,94,88,high
2196,Michele Williams,private,some college,standard,none,single,never,yes,3,2.5,77,77,81,medium
2197,Kristen Alexander,school_bus,some high school,standard,none,married,sometimes,yes,1,7.5,76,63,57,low
